V1,V2
"o,i,t,v,s,u,r","otti,risotto,rotor,stor,storis,stout,stovt,torso,tort,tortur,torv,toti,totur,tout,trio,tros,tutor,utro,vovvov,osts,ottis,risottos,rors,rost,rotors,rovs,sort,sorts,sots,sovs,stort,stouts,svor,torsos,torts,torturs,torvs,tots,totis,toturs,touts,tovs,trios,tror,tutors,uros,uror,vort,virtuos,virtuost"
"h,o,t,s,r,f,a","hash,hast,hofstat,hora,horst,host,shah,shorts,shot,thrash,forhast,hashs,hasts,hats,haft,hofs,hofstats,hors,horas,horsts,hosts,rhos,shahs,shots,thrashs"
"u,v,s,o,p,r,k","korpus,krokus,kruk,kukkuk,kukur,kurs,kursus,kurv,kusk,opus,purk,purpur,rusk,skovspurv,skru,skruk,skur,skurk,skurv,spurv,svup,urskov,ussr,usus,kruks,krus,kuks,kukurs,kups,kurvs,kusks,opskru,purs,purks,purpurs,rurs,rusks,skovspurvs,skrus,skurs,skurks,skurvs,spurvs,suks,sukr,surs,svups,uros,uror,urskovs"
"n,t,o,m,p,a,y","anatom,anno,anonym,mammon,manna,mono,monoman,monoton,nappa,nota,notat,oman,optant,ottoman,panama,pant,panty,pompon,ponton,pony,pyton,tampon,tant,tympanon,annam,anonymt,antonym,antonymt,monomant,monotont,mytoman,mytomant,pynt,totn"
"e,b,w,r,y,c,o","bebe,bebo,beboer,berber,bobbe,boer,bore,byboer,erobre,erobrer,rebe,robe,roer,bebor,beboere,beoer,berbere,bero,beror,bobber,boere,borer,broer,byer,byboere,cowboyer,ebbe,ebber,erobr,erobrere,oboer,reer,reber,rober,roere,yoyoer"
"n,b,g,i,r,m,o","bombning,bomning,bonbon,boning,boring,gibbon,giring,gnom,gong,gongong,grin,gringo,groning,ironi,mini,mobning,mono,mormon,norm,omringning,ribning,rigning,ringning,ringorm,rining,rogn,roning,bibring,bingo,bring,ombring,omring,ring"
"h,t,s,k,a,o,c","chakot,chat,chok,coach,hash,hast,hook,host,kachot,shah,shot,chakots,chats,choks,coachs,hack,haks,hashs,hasts,hats,hooks,hosts,kachots,shahs,shots"
"k,o,v,g,n,a,l","angakok,gakgak,gonokok,kagl,kakao,kalla,kalv,kanaan,kanal,kano,kanonvalg,klan,kloak,klog,klon,klonavl,klov,klovn,koala,kokon,kolon,konk,konkav,konval,kval,kvan,lokal,look,onkolog,valk,vallak,anklag,kalk,kanon,klag,klang,klok,knag,knokl,kogl,vakl,vank,vokal"
"i,h,l,t,d,o,g","digt,dild,dildo,ditto,gigolo,gigt,glid,hidtidig,hidtil,highlight,hittit,idiot,idioti,idol,iglo,iltholdig,iltog,lido,light,ligtog,logi,oldtid,otologi,otti,tidlig,tilhold,tillid,toti,gild,glit,hidtidigt,iltholdigt,lidt,ligt,tidligt,tildigt,tillod,tiltog,tilt"
"t,a,l,i,b,n,h","altan,antal,batat,habit,habitat,haiti,halt,hiat,hint,hittit,latin,litani,nital,niti,tannin,tant,tantal,tital,analt,banalt,bilabialt,habilt,inhabilt,initial,initialt,labialt,labilt,tabt,talt,thai,tiltal,tiltalt,tilt,tint,titan"
"p,g,e,h,o,u,t","heppe,ophug,ophugge,optog,output,pege,peppe,pette,poet,pope,popo,poppe,poppet,pote,puge,puppe,putto,tepotte,tophue,toppe,toppet,toupet,epoet,heppet,hoppet,hoppe,ophugget,oppe,oppet,optoget,outputtet,peget,peppet,pettet,poge,potte,pottet,puget,puttet,putte"
"y,f,e,t,r,b,o","bybo,byboer,byret,byte,bytter,bytteret,forbytte,foyer,fyre,fyrre,fyrrer,rytter,tyre,yoyo,ytre,byer,byboere,byretter,bytte,byttet,byttere,forbyt,forbyttet,forbytter,foyerer,fyret,fyrer,fyrrere,ryet,ryttere,tyet,tyer,tyret,tyrer,yoyoer,ytret,ytrer"
"d,i,p,k,n,s,v","indisk,individ,indkik,indvi,ispind,kind,knivspids,pind,pindsvin,pivskid,sind,skid,skind,spid,svind,diks,dips,disk,disks,individs,indkiks,indpisk,indsiv,indspind,indvind,ispinds,kids,kinds,nids,pinds,pindsvins,pivskids,sinds,skids,skinds,spids,spind,spinds,svid,svinds,vids,vidn,vind,vinds"
"c,o,n,p,e,s,h","poche,poncho,scene,scone,scoop,pochen,pochens,poches,ponchoen,ponchoens,ponchos,scenen,scenens,scenes,scones,sconene,sconesene,sconenes,sconesenes,scoops,scoopene,scoopenes"
"v,a,s,l,y,n,g","gavl,gavn,lava,navn,navy,nyvalg,savl,savn,snav,svag,svagsyn,sval,svans,valg,vals,vang,vasal,angav,avls,gavls,gavns,gnav,gnavs,lavs,lavas,navs,navl,navns,navngav,nyvalgs,salv,savs,savls,savns,slav,snavs,svagsyns,svang,svangs,syvs,valgs,vans,vangs,vasals"
"t,g,l,k,a,b,r","agat,attak,batat,brat,gagat,galt,glat,grat,karat,katar,katarakt,klat,krabat,krat,laktat,rabat,taglagt,taktart,talar,talg,talk,tara,tatar,tragt,traktat,tralala,agrart,argt,bagt,bagtal,bagtalt,bart,brakt,braklagt,bragt,gabt,kart,klart,klarlagt,klatr,lagt,rart,rakt,tabt,takl,takt,talt,tral,trak"
"m,h,g,u,e,b,n","emme,emne,gemen,gennem,gumme,humbug,humme,megen,meme,mene,menu,muge,muggen,mugne,emmen,emuen,gemene,gemme,gemmen,gummen,hemen,humbuggen,menene,menuen,mugn,nemme"
"k,c,a,m,u,b,r","arrak,back,barak,brakmark,buckram,bukkar,burka,crack,karm,karma,krak,kruk,krum,kukkuk,kukur,rack,raku,rambuk,bark,brak,krab,kram,mark"
"d,l,a,f,o,t,r","affald,aflad,dart,data,dato,dollar,drot,fald,farad,flad,forfod,forord,frafald,lord,radar,talord,trold,afflad,affodr,affordr,dada,dadl,dalr,drat,fadt,faldt,fladt,flod,fodr,fold,fordr,forfald,forfaldt,forlad,forladt,forlod,fortold,frafaldt,ladt,load,told"
"d,s,a,u,n,m,v","dans,davs,mand,mandsnavn,mund,mundvand,nandu,smuds,sudan,svada,udad,usand,usund,vandmand,ands,anduv,dada,dadas,dams,duns,mads,mands,mandsnavns,munds,mundvands,nandus,sand,sands,sudans,sund,sunds,svadas,uddan,udmund,udsav,udvand,vads,vand,vands,vandmands"
"o,l,a,k,h,v,i","aioli,alkohol,hallo,halo,halvkilo,hook,kakao,kilo,kloak,klov,koala,kohl,kolik,kolli,lokal,lollik,look,viol,viola,voila,vovvov,klok,oval,vokal"
"s,i,n,m,a,d,c","aids,ananas,anis,dans,dias,dims,discman,masai,miss,sind,snas,amids,ands,animas,anmas,canadas,cancans,dadas,dams,discmans,imams,indmads,indscan,mads,mamas,mans,mands,manis,mannas,masais,minis,minimas,misdan,nids,sand,sands,sans,scan,sinds,smid"
"h,o,n,c,e,d,a","adhd,chaconne,coach,coache,enhed,hade,hane,heade,hedde,heden,henad,henna,henne,chaconnen,chance,chancen,chancende,chancede,coachen,coachene,coachende,coachede,enheden,hadende,hadede,hannen,hanen,head,headende,headede,hede,heddende,hende"
"m,e,c,i,t,l,p","emme,imellem,implicit,item,limit,mele,melet,mellem,meme,milt,mitte,pimpe,tempel,tillempe,elme,emmet,implicitte,itemmet,lemme,lemmet,lempe,lemp,lempet,lime,limet,memet,miet,mile,milte,mime,mimet,pimp,pimpet,templet,tempi,tillemp,tillempet,time,timet"
"r,i,f,o,s,p,l","firs,forlis,forspil,fosfor,fossilfri,isfri,pirol,pissoir,pors,prior,profos,prop,propolis,riff,ripoff,spir,spor,flor,flors,fors,forsir,forspils,forspir,forspis,fosfors,fris,frir,iris,lirs,opofr,opspor,pirols,pissoirs,plir,priors,pris,prof,profs,profil,profils,props,riffs,ripoffs,risl,risp,rors,sirs,spirs,spors"
"x,s,d,e,i,o,n","dioxid,dioxin,oxid,xenon,dioxiden,dioxidens,dioxids,dioxinen,dioxinens,dioxins,exende,exede,exes,exedes,oxiden,oxidens,oxids,sexede,xenonen,xenonens,xenons"
"j,l,h,m,e,d,u","hjejle,hjelm,hjemle,hjemme,hjemmel,hjul,hjule,huje,juhu,jule,lejde,medeje,meje,mellemleje,deje,ejede,hjelme,hjem,hjeml,hjemlede,hjulede,hujede,julede,leje,lejede,mejede,udleje,udlej,udlejede,uhjemlede"
"u,t,a,b,n,m,l","album,alun,ambulant,annuum,aula,butan,lumbal,lumumba,mammut,mulat,mulm,mult,mutant,tabu,tuba,tumult,ublu,utal,utalt,albu,annua,bantu,buln,buml,lumbalt,lunt,manual,muml,tumbl,tuml"
"z,a,r,t,s,n,e","nertz,stanze,tazet,terzet,zeta,nertzen,nertzens,nertzerne,nertzernes,nertzer,nertzers,stanzen,stanzens,stanzes,stanzerne,stanzernes,stanzer,stanzers,tazetten,tazettens,tazets,tazetterne,tazetternes,tazetter,tazetters,terzetten,terzettens,terzets,terzetterne,terzetternes,terzetter,terzetters,zaren,zarens,zars,zarerne,zarernes,zarer,zarers,zens,zetaet,zetaets,zetas,zetaerne,zetaernes,zetaer,zetaers"
"n,b,r,t,o,u,s","bonbon,bonus,boston,brun,brunst,burnus,snob,snor,snot,snur,snus,snut,sonor,sortbrun,stunt,tonsur,torn,turnus,bons,bonbons,bostons,brunt,brunsts,nors,nots,nubr,runs,snos,snobs,snors,snots,snub,snust,snuts,sonort,sortbrunt,sortn,strunt,stunts,tons,tonsurs,torns,totn,tron,tuns"
"v,i,s,k,l,n,g","kniv,livlig,sivning,skvis,skvisning,svig,svin,sving,svingning,svinsk,viking,vikling,villig,vink,vinkling,visk,viskning,visning,kivs,knivs,kvik,kviks,livs,sivs,sivnings,skiv,skvisnings,svigs,svins,svings,svingl,svingnings,vigs,vikings,vikl,viklings,viks,vins,vinks,vinkl,vinklings,visks,visknings,visn,visnings,vivs"
"d,b,r,a,o,u,t","badut,baud,brudurt,dart,data,dato,drab,drot,radar,tabuord,troubadour,trubadur,ubrudt,udad,udbrud,udbud,uddata,udtur,urdu,board,bord,brod,brud,brudt,budt,dada,drat,udart,udbad,udbor,udbrudt,udbudt,udbar"
"a,e,g,u,v,j,l","agave,ajle,alge,aula,avle,eagle,egal,gaga,gage,gale,galej,galge,galla,galle,gauge,gave,gavl,guava,jage,javel,julegave,lage,lala,lalle,lava,legal,uegal,ulave,vage,vaje,valg,valle,vuggegave,alle,egale,gavle,lave,legale,leva,uegale"
"g,t,l,d,r,u,f","drug,dugt,flugt,frugt,fugl,fugt,glug,glut,grufuld,grut,guld,guldfugl,guldgul,guldur,guru,lugt,trug,tugt,udflugt,urfugl,utugt,dulgt,fulgt,grufuldt,gufl,gult,guldgult,gurgl,udlug,udrug"
"y,i,f,g,n,s,r","fnys,frys,frysning,fygning,fyrig,fyring,gryn,gyngning,gysning,isyning,nyis,nyrig,nysyn,synsfri,syrning,fryns,frysnings,fygnings,fyns,fyrs,fyrings,gnys,grys,gryr,gryns,gyng,gyngnings,gysnings,isys,isyr,isynings,nysyns,rygs,rygning,rygnings,sygn,syns,syng,syning,synings,syrn,syrnings,yins"
"m,l,a,r,g,o,f","alarm,amalgam,amfora,amoral,amorf,aroma,farm,farmor,flom,floragram,formal,formor,from,gamma,glam,larm,magma,malm,mama,marmor,morf,morfar,mormor,moro,roma,afmagr,afmal,falm,faml,flam,forarm,form,gram,lama,magr,moral,omform,omram,raml"
"o,u,a,f,l,m,r","amfora,amoral,amorf,aroma,farao,farmor,flom,flora,fluor,forfar,forfra,formal,formor,formular,forum,from,marmor,morf,morfar,mormor,moro,roma,umoral,flor,forarm,form,formum,fora,moral,omform,omram,oral,uror"
"i,k,n,a,m,u,r","anarki,anima,ikkun,imam,immun,inka,irak,iran,kaki,kamik,kamin,kanin,kannik,karmin,kina,kinin,knirk,kranium,krim,krimi,mani,marin,marina,mimik,mini,minimum,mink,nankin,ruin,umami,unik,unikum,urin,maki,mimr,minima,rink,unika"
"h,t,s,i,e,g,c","hest,hige,hightech,hisse,hisset,hist,hitte,hittit,shiit,tights,chiet,chiets,chis,hests,heste,hestes,hiet,hiets,higet,higes,hightechs,hissets,hisses,hittet,hittets,hits,hittes,hittits,shiits,shit,shits"
"n,d,l,p,i,k,g","ding,gilding,gildning,glidning,gnidning,iling,indgnidning,indkig,indkik,indklipning,killing,kind,kinin,kipning,klinik,klining,klinkning,klipning,knipling,lignin,ligning,link,linning,nidding,pilkning,pilling,pilning,pind,ping,pink,pinlig,dingl,gnid,ildn,indgnid,indgik,indklip,klin,kling,klink,knipl,lign,lind"
"o,h,c,s,e,w,n","chowchow,hose,neon,none,nonne,nonsens,scone,show,sone,chowchowen,chowchowens,chowchows,hosen,hosens,hoses,neonen,neonens,neons,nonen,nonens,nones,nonnen,nonnens,nonnes,nosse,nossen,nossens,nosses,osen,osens,oses,scones,sconene,sconesene,sconenes,sconesenes,shows,showene,showenes,snos,soen,soens,sones,wows"
"l,o,y,p,n,a,g","anal,analog,angola,annal,galan,galla,gallon,galon,galop,lala,lang,logo,logon,loop,loyal,lyng,nolo,nylon,opal,oplag,plag,plano,polo,polygonal,polygyn,polyp,pylon,angl,galp,glan,googl,gylp,nagl,plan,polygon,pool,yngl"
"i,f,g,d,y,t,n","digt,digtning,ding,dydig,dygtig,fiffig,fygning,fyndig,fytin,giftig,gigt,gnidning,gydning,gyngning,indgiftning,indgnidning,nidding,niti,nitning,nygift,nyttig,tinding,tintning,tydning,tygning,yding,yndig,dydigt,dygtigt,fiffigt,fint,find,finit,fyndigt,gift,giftigt,gnid,indfind,indgift,indgnid,indgyd,indgydt,indynd,infinit,nyttigt,ting,tint,yndigt"
"d,u,c,e,o,h,s","douce,duchesse,dueodde,duodes,escudo,hedde,odde,odds,seede,sode,udhus,udse,deos,douche,douches,douch,douchede,douchedes,duede,duedes,duchesses,dues,dueoddes,duos,escudos,hede,heddes,hedes,huds,huede,huedes,husede,husedes,oddes,odes,osede,osedes,seed,seedede,seedes,seededes,sods,sodede,sodes,sodedes,susede,susedes,udhuse,udhuses,udses"
"n,g,u,d,i,t,y","digtning,ding,dynd,gnidning,guidning,gydning,gyngning,indgnidning,inuit,nidding,niti,nitning,nutid,nutidig,nyttig,tinding,tintning,tung,tuning,tydning,tygning,tynd,udtydning,udtynding,unit,unyttig,uting,yding,yndig,dyng,gnid,gyng,indgnid,indgyd,indgydt,indynd,nutidigt,nydt,nyttigt,ting,tint,tungt,tyndt,tyng,udnyt,udtynd,undt,ungt,unyttigt,yndigt"
"i,b,g,t,f,a,e","afbigt,afgift,afgifte,bagi,begitte,beige,bifag,bitte,fattig,fiffig,gibbe,gifte,giftig,gigbag,gige,gigt,iagttage,tibet,tigge,titte,afgiftet,begit,begittet,biet,bifaget,fattige,fattigt,fiet,fiffet,fiffige,fiffigt,giet,gibbet,gift,giftet,giftige,giftigt,iagttag,iagttaget,tiet,tigget,tittet"
"b,o,v,s,i,r,d","biord,boss,bror,ibis,isbod,ribs,vridbor,bids,bios,biords,bobs,bods,bors,bord,bords,bovs,bros,brod,brods,brors,isbods,obos,vridbors"
"h,e,k,d,y,l,s","hedde,heks,hekse,heksehyl,heksekedel,held,helhed,helse,hykle,hyld,hyle,hylle,hysse,hede,heddes,hedes,hekses,heksede,heksedes,heksehyls,heksekedels,hele,helds,heles,helede,heledes,helheds,helle,helles,helses,hykl,hyklede,hykles,hykledes,hyls,hylds,hylde,hyldes,hyldede,hyldedes,hylede,hyles,hyledes,hyllede,hylles,hylledes,hyssede,hysses,hyssedes"
"u,e,m,o,n,g,h","gumme,hugge,humme,menu,muge,muggen,mugne,omhu,uhomogen,unge,emuen,gnuen,gummen,huen,huggene,hunnen,menuen,mugn,omhuen,ugen,uhomogene,ungen"
"f,j,g,u,e,l,r","efeu,feje,fejle,fejre,ferle,fjer,flere,flue,frue,fugl,gejrfugl,guffe,gufle,lefle,referere,rejf,rejfe,ruffer,urfugl,efeuer,feer,fejer,fejl,fejler,fejr,fejrer,fere,ferler,fluer,fruer,fuge,fuger,fugle,fule,fure,furer,gejrfugle,guffer,gufl,gufler,lefl,lefler,luffe,luffer,referer,refererer,rejfer,ruffere,urfugle"
"a,o,d,r,u,c,e","addere,arre,aura,cadeau,coda,curacao,derudad,ecuador,racer,radar,radere,raderer,udad,udradere,adder,adderer,adderede,aede,araer,arder,arrer,arrede,auraer,cadeauer,codaer,curacaoer,dada,race,racere,rader,rade,radarer,raderede,raderere,rare,udrader,udraderer,udraderede"
"g,l,r,i,o,f,u","fiffig,figur,figurlig,filolog,filologi,flig,forlig,fugl,gigolo,giro,glorrig,glug,gogo,grif,grill,grog,gullig,guru,iglo,liflig,logi,logo,rolig,ufolog,ufologi,ulig,urfugl,urolig,urolog,urologi,forurolig,glor,golf,googl,grifl,gror,gufl,gurgl,logr"
"m,r,t,f,s,k,o","formor,formstof,from,komfort,kortform,kosmos,krom,kromosom,moms,morf,mormor,moro,mors,morsom,most,motor,motto,storform,storm,tomt,forkrom,form,forms,formors,formstofs,fromt,komforts,kortforms,kroms,kromosoms,morfs,mormors,moros,morsomt,morsomst,mosts,motors,mottos,omform,omkom,orms,roms,storforms,storms,tomts,trom"
"a,c,h,e,n,t,y","acetat,antenne,athen,atten,attentat,cancan,chat,chatte,cyan,etat,hane,heat,henna,tant,tante,tantet,theta,yacht,accent,accenten,acetatet,anen,anet,antennen,attentatet,cancanen,chance,chancen,chancet,chatten,chattene,chattet,cyanen,etaet,etaten,hannen,hanen,hatten,hattene,hatte,heatet,heatene,natten,tanten,thetaet,yachten"
"c,k,e,h,n,o,r","check,chok,choker,chokere,croone,crooner,koncern,reck,renoncere,rock,rocke,rocker,checken,checkene,chokkene,chokeren,chokerne,chokerer,croon,crooneren,croonerne,croonere,koncernen,koncernerne,koncerner,recken,reckerne,recker,renonce,renoncen,renoncerne,renoncer,renoncerer,rocken,rockeren,rockerne,rockere"
"d,m,p,k,a,e,g","dame,damp,dampe,dekade,emde,gade,gadekamp,gedde,kede,madamme,made,madpakke,padde,pappadam,aede,agede,ammede,dada,dage,damme,damede,dampede,emmede,gadekampe,gakkede,gamede,kammede,kappede,kedede,madede,magede,makkede,mede,medede,pakkede,peakede,pegede,peppede"
"p,s,o,v,r,i,n","nips,opinion,pissoir,popo,porno,pors,prins,prion,prior,prop,provins,provision,provisor,provo,spion,spir,sponsor,spor,svirp,vips,nopr,opinions,opspor,opvis,pips,pissoirs,pops,popos,pornos,prions,priors,pris,props,provisions,provisors,provos,psis,risp,snip,snips,spin,spins,spions,spirs,spis,sponsors,spors,svip,svips,svirps"
"k,n,a,h,c,i,g","chik,gakgak,hacking,hakning,hank,inka,kaki,kanaan,kanin,kannik,khan,kick,kina,kinin,nankin,nanking,angik,hack,hink,knag"
"m,z,i,e,o,b,n","bimbo,bomme,boom,boome,emme,emne,meme,memo,mene,mezzo,mine,mini,mobbe,monne,mono,nomen,omen,omme,zombie,zoome,bimboen,bommen,bommene,bombe,bomben,bomb,boomene,emmen,menene,mezzoen,mime,mimen,minen,minien,monoen,nemme,zombien,zoom,zoomen"
"r,i,y,l,a,m,t","alarm,larm,litra,malaria,maritim,martyr,military,mitra,myrra,raita,rally,talar,tara,tarm,tatar,tiara,tralala,trit,armt,maritimt,martr,mimr,ramt,raml,rart,tral,tril,trilr,triml,trim,tryl"
"h,b,v,g,l,e,a","baghave,behag,behage,hagl,hagle,halal,hall,halv,halvabe,halvleg,heale,hval,velbehag,hage,hale,halve,halvlege,have,heal,hegle,hegl,hele,helle"
"k,a,i,l,g,r,o","alkali,arrak,gakgak,irak,kagl,kairo,kakao,kaki,kali,kalla,kargo,karl,karrig,karriol,kilo,klar,klarlig,klik,klir,kloak,klog,klor,klorkalk,koala,kolik,kolli,koralkalk,kork,kraal,krak,krig,krog,logik,lokal,lollik,look,okra,oligark,oligarki,rallik,rokoko,kalk,klag,klok,kogl,koral,kril,krilr,kror,lirk"
"m,p,a,r,v,y,s","mama,mars,marv,myrra,pampa,pampas,pram,samsvar,spam,svamp,vamp,vampyr,vams,varm,yams,arms,mamas,marvs,maya,mayas,myrs,myrras,prams,rams,samsvars,spams,svamps,vamps,vampyrs"
"f,m,r,t,a,v,i","afart,affirmativ,fair,farfar,farm,firma,firti,friarm,mafia,riff,rift,rimfri,taft,tarif,vift,affarv,affat,affirmativt,afmat,afrim,afriv,fart,farv,fimr,firm,frit,frir,rimfrit,traf"
"d,o,s,n,p,v,i","division,dosis,individ,indvi,ispind,odds,opspind,opvind,pind,pindso,pindsvin,pond,sind,spid,svind,voodoo,dips,divisions,dovn,individs,indpod,indsiv,indspind,indvind,ispinds,nids,opspinds,opvinds,pinds,pindsos,pindsvins,ponds,sinds,sods,spids,spind,spinds,svid,svinds,vids,vidn,vind,vinds,vods,voodoos"
"g,r,p,l,i,s,b","billig,brig,gips,gisp,glib,glip,grib,grill,grip,gris,prisbillig,sirlig,slibrig,slig,brigs,gibs,gigs,gisps,glibs,gribs,grills,grips,ligs,pigs,rigs,spigr"
"k,e,g,f,i,l,o","ekko,ekkoe,elgko,flik,flikke,flok,flokke,folk,folkelig,follikel,gekko,gokke,ikke,kegle,kele,kigge,kikke,kilo,klik,klike,klikke,klog,kloge,klogelig,koge,kogge,kokille,kolik,kollegie,kolli,logik,lokke,lollik,look,fokke,folkelige,kile,klokke,klok,kogle,kogl,kokke,like"
"y,e,t,l,n,v,i","lyne,lytte,lyve,nynne,tylvt,tyve,tyvte,vinyl,ylette,lyet,lyene,lynet,lynene,lyttet,nyet,nynnet,nytte,nytten,nyttet,tyet,tyllen,tyllet,tylle,tylvten,tyven,tyvene,tyvt,tyvtet,vinylen,vinylet,vyet,yennen,yennene,yletten"
"p,r,u,o,s,m,f","mops,opossum,opus,pomp,popo,pors,profos,prop,pump,purpur,spor,sump,forpup,forpur,forsump,fups,opofr,opossums,opspor,pomps,pops,popos,prof,profs,props,pufs,pumps,purs,purpurs,spors,sumps"
"l,b,n,g,i,r,u","billig,blini,brunlig,bulgur,glib,glug,grill,grilning,gulbrun,gulbug,gullig,gurgling,iling,lignin,ligning,linning,lugning,rulning,ubillig,ublu,ulig,buln,grubl,guln,gurgl,lign,nulr,ringl"
"c,i,x,n,s,o,e","exces,excision,niece,scene,scone,excessen,excessens,excisionen,excisionens,excisions,niecen,niecens,nieces,scenen,scenens,scenes,scones,sconene,sconesene,sconenes,sconesenes"
"o,a,u,i,l,c,s","aioli,asocial,ciao,clou,cola,cool,coulis,couscous,laos,lasso,loco,oasis,oslo,silo,social,soul,usocial,aiolis,clous,colas,lassos,oslos,silos,sols,solo,solos,soli,solis,souls"
"e,b,u,p,v,a,l","appeal,appel,appellabel,avle,babel,bappe,bavle,bebe,belave,bulle,elev,elleve,labbe,lalle,lappe,levvel,lubbe,lulle,luve,paella,palpe,pave,pavebulle,peele,peppe,pule,pulle,puppe,ulave,vabel,vable,valle,alle,albue,appellable,balle,belav,blev,bule,ebbe,elle,elve,label,lave,leva,leve,palle,peel,ulve"
"o,g,k,r,b,a,l","agora,bagbo,bagklog,barolo,blog,blok,borg,bror,global,goalball,gogo,grog,kakao,karbol,kargo,kloak,klog,klor,klorkalk,koala,kobra,koralbog,koralkalk,kork,krog,logbog,logo,lokal,look,okra,rokoko,aalborg,barok,bobl,book,brok,glor,googl,gror,klok,kobl,kogl,koral,kror,largo,logr,oral"
"u,b,a,l,k,f,e","aula,bluf,bluff,bluffe,bukke,bukkel,bukle,bulle,efeu,flue,kaffeklub,kalkkule,kalkule,klub,klukke,klukle,kube,kukke,kukkuk,kulak,lubbe,lukaf,lulle,ublu,ukulele,aflukke,afluk,albue,albu,bukl,bule,bulk,bulke,fule,kluk,kule,luffe,lukke,ulke"
"l,a,f,r,g,i,k","agil,alfa,alkali,faglig,falk,farlig,filial,flag,flair,flig,flik,flikflak,fragil,galar,galla,gral,grill,kagl,kali,kalif,kalkfri,kalla,kalligraf,kalligrafi,karl,klar,klarlig,klik,klir,kraal,lala,liflig,liga,lilla,rallik,afkalk,afklar,aflir,fifl,flagr,flak,gafl,grifl,kalk,klag,kril,krilr,lagr,lirk,rafl"
"u,p,o,k,s,i,m","kispus,kukkuk,kusk,moskus,musik,musisk,opium,opossum,opus,osmium,popmusik,pump,sisu,skum,smuk,sump,uskik,usus,kuks,kups,kusks,muks,musiks,opiums,opossums,osmiums,popmusiks,pumps,sisus,skums,suks,sums,sumps,uskiks"
"f,e,o,p,a,n,g","afgang,effen,fane,fangen,fenne,gaffe,geofag,opfange,afgangen,afgangene,afgange,efne,fagene,fanen,fange,fang,fangne,feen,fennen,fogene,fonen,gaffen,geofagene,opfang,paffe"
"v,o,g,e,i,m,s","evig,give,omgive,sive,smovs,smovse,sove,sovse,svig,svige,svime,vige,vims,vimse,vovse,vovvov,evige,gives,omgiv,omgives,sivs,sives,smovses,soves,sovs,sovses,svie,svies,svigs,sveg,sviges,vege,vies,vigs,viges,vimses,visse,vise,vises,visses,vivs,voms,vomme,vommes,vove,voves,vovses"
"n,h,s,l,d,o,i","hind,hindi,indhold,london,nolo,sind,snild,snold,hinds,hindis,ildn,indholds,indlod,ions,lins,lind,linds,londons,nids,nolos,sinds,snos,snolds"
"i,r,d,o,a,l,t","aioli,altid,datid,dild,dildo,ditto,idiot,idioti,idol,idolatri,iota,lido,lilla,litra,oldtid,otti,radial,radiator,radio,raid,raita,ratio,ridt,tiara,tillid,tital,tortilla,toti,trilliard,trio,triol,trit,dril,lidt,radialt,tillad,tilladt,tillod,tilrid,tiltal,tiltalt,tilt,tiltro,tiltror,tril,trilr"
"u,o,i,r,f,d,l","filur,fluor,fluorid,forud,fuld,ildfuld,ludo,udfri,ufri,urdu,fluid,udfold,udfordr,udfor,udfrir,udlo,udlod,udlud,udrul,uror"
"i,d,b,u,o,e,r","beriberi,berider,bide,biord,birdie,boudoir,brie,broderi,deri,diode,dirre,druide,iberer,irer,irre,rederi,ribe,ridder,roderi,beridere,bier,bidder,bider,biede,bioer,birdier,boudoirer,brier,broderier,dier,diede,dioder,dirrer,dirrede,druider,iberere,irere,irrer,irrede,rederier,rier,riede,ribbe,ribber,ribbede,riddere,ride,rider,roderier"
"g,m,t,r,u,d,a","agat,augur,dragt,dramaturg,drug,dugt,gaga,gagat,gamma,grad,graddag,grat,grum,grut,guru,magma,magt,raga,tragt,trug,tugt,uddrag,udtag,utugt,agrar,agrart,argt,drag,gram,gramt,grumt,magr,udmagr,udrug,umag"
"k,d,a,y,n,m,i","dykand,dynamik,indkik,inka,kadi,kaki,kamik,kamin,kanaan,kanin,kannik,kina,kinamand,kind,kinin,kinky,mimik,mink,nankin,indank,maki"
"p,o,s,r,d,l,y","drops,dryp,loop,lydspor,plys,polo,polyp,polypdyr,popo,pors,prop,propyl,pryd,spor,spyd,sydpol,drop,dryps,dyps,loops,lydspors,oplod,oplys,opspor,pols,polos,polyps,polypdyrs,pool,pools,pops,popos,props,propyls,pryds,pylr,spol,spors,spys,spyr,spyds,sydpols"
"l,o,d,r,s,n,p","lods,london,loop,lord,nolo,nordpol,orlon,oslo,polo,rollon,snold,drosl,londons,loops,lords,nolos,nordpols,oplod,orlons,oslos,pols,polos,pool,pools,rollons,snolds,sols,sold,solds,solo,solos,spol"
"h,u,e,l,i,t,g","glughul,heile,hellig,hellige,hige,highlight,highlighte,hille,hitte,hittit,hugge,hulle,hullet,hutle,light,thule,tilhugge,glughullet,hegle,hegl,heglet,heil,heilet,hele,helt,helet,helle,helligt,helliget,helte,hiet,higet,highlightet,hittet,huet,hugget,hule,hult,hulet,hutl,hutlet,tilhug,tilhugget"
"l,p,y,n,g,i,r","glip,grill,grilning,iling,lignin,ligning,linning,lyng,nylig,pilling,pilning,pinlig,prygl,prygling,yngling,gylp,lign,plir,pylr,ringl,yngl"
